id,category,keywords
18832,Reinforcement_Learning,"['word_39', 'word_42', 'word_68', 'word_297', 'word_382', 'word_396', 'word_543', 'word_560', 'word_582', 'word_673', 'word_764', 'word_863', 'word_1016', 'word_1178', 'word_1264', 'word_1267', 'word_1339', 'word_1354', 'word_1432']"
18833,Reinforcement_Learning,"['word_62', 'word_100', 'word_207', 'word_285', 'word_511', 'word_598', 'word_755', 'word_787', 'word_824', 'word_917', 'word_938', 'word_1076', 'word_1199', 'word_1281', 'word_1300', 'word_1302', 'word_1332']"
82098,Genetic_Algorithms,"['word_62', 'word_100', 'word_129', 'word_159', 'word_160', 'word_248', 'word_390', 'word_429', 'word_475', 'word_496', 'word_508', 'word_716', 'word_750', 'word_753', 'word_757', 'word_807', 'word_813', 'word_1074', 'word_1178', 'word_1264', 'word_1337']"
103482,Neural_Networks,"['word_8', 'word_42', 'word_66', 'word_193', 'word_204', 'word_226', 'word_231', 'word_234', 'word_551', 'word_585', 'word_620', 'word_918', 'word_1173', 'word_1175', 'word_1178', 'word_1182', 'word_1264', 'word_1268', 'word_1341', 'word_1352']"
158614,Theory,"['word_90', 'word_94', 'word_131', 'word_337', 'word_346', 'word_470', 'word_508', 'word_541', 'word_702', 'word_716', 'word_970', 'word_1063', 'word_1119', 'word_1132', 'word_1153', 'word_1178', 'word_1264', 'word_1282', 'word_1290', 'word_1293', 'word_1297', 'word_1328', 'word_1382', 'word_1426']"
46468,Probabilistic_Methods,"['word_78', 'word_89', 'word_119', 'word_136', 'word_180', 'word_206', 'word_314', 'word_521', 'word_522', 'word_589', 'word_630', 'word_699', 'word_756', 'word_761', 'word_875', 'word_1072', 'word_1132', 'word_1178', 'word_1199', 'word_1210', 'word_1329']"
71904,Neural_Networks,"['word_24', 'word_64', 'word_129', 'word_134', 'word_167', 'word_239', 'word_294', 'word_331', 'word_403', 'word_418', 'word_484', 'word_508', 'word_522', 'word_699', 'word_776', 'word_1028', 'word_1092', 'word_1178', 'word_1209', 'word_1258', 'word_1263', 'word_1358', 'word_1384']"
80656,Neural_Networks,"['word_58', 'word_76', 'word_98', 'word_193', 'word_208', 'word_396', 'word_506', 'word_511', 'word_620', 'word_675', 'word_856', 'word_912', 'word_1076', 'word_1124', 'word_1145', 'word_1172', 'word_1178', 'word_1210', 'word_1216', 'word_1231', 'word_1264', 'word_1289']"
29708,Neural_Networks,"['word_40', 'word_405', 'word_457', 'word_475', 'word_541', 'word_608', 'word_649', 'word_690', 'word_802', 'word_826', 'word_846', 'word_960', 'word_986', 'word_1131', 'word_1178', 'word_1210', 'word_1263', 'word_1264', 'word_1304', 'word_1332', 'word_1333', 'word_1424']"
1128839,Neural_Networks,"['word_3', 'word_20', 'word_29', 'word_40', 'word_54', 'word_175', 'word_334', 'word_442', 'word_720', 'word_775', 'word_912', 'word_1072', 'word_1097', 'word_1124', 'word_1178', 'word_1382', 'word_1390', 'word_1427', 'word_1430']"
1128846,Neural_Networks,"['word_3', 'word_20', 'word_77', 'word_775', 'word_1025', 'word_1076', 'word_1082', 'word_1102', 'word_1172', 'word_1178', 'word_1231', 'word_1351', 'word_1353', 'word_1390']"
12330,Neural_Networks,"['word_63', 'word_219', 'word_239', 'word_283', 'word_423', 'word_566', 'word_695', 'word_755', 'word_831', 'word_932', 'word_1144', 'word_1148', 'word_1188', 'word_1210', 'word_1258', 'word_1306', 'word_1329', 'word_1356']"
240321,Neural_Networks,"['word_53', 'word_197', 'word_226', 'word_352', 'word_620', 'word_628', 'word_724', 'word_725', 'word_775', 'word_787', 'word_957', 'word_982', 'word_1053', 'word_1076', 'word_1178', 'word_1187', 'word_1248', 'word_1250', 'word_1318', 'word_1346', 'word_1377', 'word_1425']"
1128853,Rule_Learning,"['word_157', 'word_264', 'word_757', 'word_764', 'word_1076', 'word_1132', 'word_1150', 'word_1178', 'word_1210', 'word_1250', 'word_1254', 'word_1264', 'word_1291', 'word_1311', 'word_1382', 'word_1419']"
219976,Case_Based,"['word_42', 'word_193', 'word_229', 'word_304', 'word_399', 'word_506', 'word_587', 'word_592', 'word_673', 'word_722', 'word_1072', 'word_1076', 'word_1132', 'word_1150', 'word_1178', 'word_1270', 'word_1297', 'word_1302', 'word_1313', 'word_1315', 'word_1353', 'word_1421']"
38480,Reinforcement_Learning,"['word_174', 'word_188', 'word_293', 'word_339', 'word_473', 'word_510', 'word_582', 'word_624', 'word_736', 'word_753', 'word_1131', 'word_1178', 'word_1256', 'word_1264', 'word_1329', 'word_1356', 'word_1360', 'word_1382']"
12350,Theory,"['word_57', 'word_66', 'word_132', 'word_133', 'word_212', 'word_258', 'word_337', 'word_439', 'word_475', 'word_480', 'word_726', 'word_736', 'word_922', 'word_958', 'word_1023', 'word_1091', 'word_1154', 'word_1175', 'word_1178', 'word_1199', 'word_1210', 'word_1264', 'word_1315', 'word_1427']"
7022,Neural_Networks,"['word_192', 'word_283', 'word_394', 'word_515', 'word_543', 'word_697', 'word_724', 'word_753', 'word_797', 'word_807', 'word_814', 'word_863', 'word_874', 'word_905', 'word_1077', 'word_1083', 'word_1103', 'word_1120', 'word_1264', 'word_1267', 'word_1297']"
63931,Rule_Learning,"['word_330', 'word_399', 'word_508', 'word_780', 'word_815', 'word_1006', 'word_1037', 'word_1058', 'word_1077', 'word_1133', 'word_1171', 'word_1172', 'word_1178', 'word_1180', 'word_1203', 'word_1264', 'word_1275', 'word_1354']"
68224,Neural_Networks,"['word_320', 'word_339', 'word_351', 'word_423', 'word_515', 'word_535', 'word_537', 'word_675', 'word_696', 'word_723', 'word_765', 'word_784', 'word_878', 'word_1042', 'word_1076', 'word_1178', 'word_1188', 'word_1202', 'word_1210', 'word_1279', 'word_1346', 'word_1366']"
1110768,Neural_Networks,"['word_20', 'word_49', 'word_158', 'word_291', 'word_296', 'word_526', 'word_541', 'word_725', 'word_756', 'word_775', 'word_809', 'word_866', 'word_946', 'word_960', 'word_1139', 'word_1178', 'word_1327', 'word_1357', 'word_1358']"
1107041,Case_Based,"['word_5', 'word_27', 'word_119', 'word_124', 'word_751', 'word_759', 'word_778', 'word_912', 'word_986', 'word_1072', 'word_1145', 'word_1150', 'word_1172', 'word_1178', 'word_1210', 'word_1300', 'word_1340', 'word_1432']"
1114352,Neural_Networks,"['word_20', 'word_100', 'word_293', 'word_500', 'word_694', 'word_699', 'word_798', 'word_847', 'word_878', 'word_901', 'word_965', 'word_980', 'word_1061', 'word_1132', 'word_1188', 'word_1210', 'word_1219', 'word_1264', 'word_1275', 'word_1349', 'word_1353']"
1107062,Genetic_Algorithms,"['word_10', 'word_119', 'word_125', 'word_141', 'word_204', 'word_300', 'word_311', 'word_369', 'word_402', 'word_608', 'word_626', 'word_895', 'word_900', 'word_1012', 'word_1180', 'word_1264', 'word_1340', 'word_1380', 'word_1430']"
288,Reinforcement_Learning,"['word_100', 'word_126', 'word_133', 'word_136', 'word_155', 'word_337', 'word_442', 'word_451', 'word_508', 'word_724', 'word_730', 'word_781', 'word_1079', 'word_1132', 'word_1144', 'word_1178', 'word_1300', 'word_1308', 'word_1350', 'word_1353', 'word_1367']"
1107067,Case_Based,"['word_60', 'word_92', 'word_133', 'word_337', 'word_478', 'word_508', 'word_702', 'word_716', 'word_725', 'word_756', 'word_937', 'word_982', 'word_1115', 'word_1116', 'word_1139', 'word_1204', 'word_1291', 'word_1353', 'word_1354', 'word_1427']"
91581,Probabilistic_Methods,"['word_49', 'word_104', 'word_126', 'word_136', 'word_222', 'word_286', 'word_304', 'word_336', 'word_448', 'word_541', 'word_641', 'word_648', 'word_695', 'word_726', 'word_757', 'word_937', 'word_1124', 'word_1178', 'word_1210', 'word_1260']"
39904,Neural_Networks,"['word_20', 'word_49', 'word_53', 'word_157', 'word_354', 'word_549', 'word_775', 'word_1147', 'word_1178', 'word_1199', 'word_1210', 'word_1250', 'word_1267', 'word_1302', 'word_1331', 'word_1367', 'word_1393', 'word_1427']"
6334,Case_Based,"['word_99', 'word_159', 'word_160', 'word_261', 'word_274', 'word_368', 'word_385', 'word_471', 'word_508', 'word_616', 'word_620', 'word_716', 'word_730', 'word_931', 'word_972', 'word_1036', 'word_1115', 'word_1132', 'word_1193', 'word_1213', 'word_1354', 'word_1360']"
123825,Neural_Networks,"['word_20', 'word_86', 'word_89', 'word_97', 'word_122', 'word_129', 'word_174', 'word_195', 'word_541', 'word_655', 'word_679', 'word_716', 'word_775', 'word_878', 'word_913', 'word_923', 'word_1135', 'word_1145', 'word_1210', 'word_1264', 'word_1302', 'word_1330', 'word_1361', 'word_1389']"
23258,Reinforcement_Learning,"['word_94', 'word_197', 'word_234', 'word_270', 'word_435', 'word_501', 'word_511', 'word_626', 'word_635', 'word_702', 'word_834', 'word_989', 'word_1050', 'word_1073', 'word_1117', 'word_1145', 'word_1171', 'word_1199', 'word_1210', 'word_1263', 'word_1264']"
66805,Genetic_Algorithms,"['word_28', 'word_99', 'word_119', 'word_124', 'word_133', 'word_218', 'word_323', 'word_458', 'word_484', 'word_496', 'word_508', 'word_703', 'word_1036', 'word_1152', 'word_1198', 'word_1264', 'word_1302', 'word_1315', 'word_1333', 'word_1423', 'word_1427']"
6346,Case_Based,"['word_68', 'word_216', 'word_252', 'word_443', 'word_471', 'word_477', 'word_508', 'word_538', 'word_721', 'word_974', 'word_1069', 'word_1119', 'word_1124', 'word_1159', 'word_1171', 'word_1178', 'word_1199', 'word_1231', 'word_1264', 'word_1300', 'word_1309', 'word_1329', 'word_1336']"
55968,Reinforcement_Learning,"['word_27', 'word_45', 'word_59', 'word_94', 'word_204', 'word_257', 'word_293', 'word_331', 'word_350', 'word_396', 'word_473', 'word_484', 'word_582', 'word_692', 'word_861', 'word_1131', 'word_1132', 'word_1178', 'word_1207', 'word_1264', 'word_1312']"
368431,Theory,"['word_5', 'word_100', 'word_174', 'word_206', 'word_314', 'word_375', 'word_417', 'word_478', 'word_666', 'word_814', 'word_815', 'word_875', 'word_932', 'word_1076', 'word_1141', 'word_1180', 'word_1229', 'word_1267', 'word_1338', 'word_1432']"
179702,Neural_Networks,"['word_58', 'word_239', 'word_258', 'word_285', 'word_589', 'word_614', 'word_749', 'word_756', 'word_820', 'word_946', 'word_1076', 'word_1097', 'word_1098', 'word_1121', 'word_1199', 'word_1250', 'word_1275', 'word_1329', 'word_1358', 'word_1390']"
1140547,Neural_Networks,"['word_20', 'word_89', 'word_177', 'word_204', 'word_484', 'word_716', 'word_730', 'word_756', 'word_761', 'word_777', 'word_781', 'word_814', 'word_970', 'word_998', 'word_1118', 'word_1150', 'word_1258', 'word_1272', 'word_1386', 'word_1394', 'word_1414']"
1114388,Theory,"['word_94', 'word_236', 'word_314', 'word_469', 'word_619', 'word_682', 'word_839', 'word_1017', 'word_1302', 'word_1326', 'word_1343', 'word_1398']"
90888,Neural_Networks,"['word_3', 'word_20', 'word_66', 'word_126', 'word_390', 'word_465', 'word_613', 'word_736', 'word_759', 'word_775', 'word_840', 'word_860', 'word_904', 'word_1076', 'word_1135', 'word_1145', 'word_1216', 'word_1231', 'word_1252', 'word_1264']"
510715,Probabilistic_Methods,"['word_28', 'word_89', 'word_98', 'word_136', 'word_206', 'word_264', 'word_293', 'word_452', 'word_456', 'word_457', 'word_475', 'word_508', 'word_611', 'word_695', 'word_702', 'word_807', 'word_809', 'word_1095', 'word_1110', 'word_1145', 'word_1178', 'word_1210', 'word_1274', 'word_1293']"
33412,Neural_Networks,"['word_7', 'word_20', 'word_53', 'word_418', 'word_465', 'word_522', 'word_588', 'word_660', 'word_775', 'word_813', 'word_898', 'word_903', 'word_979', 'word_1038', 'word_1041', 'word_1071', 'word_1264', 'word_1364', 'word_1423']"
188471,Reinforcement_Learning,"['word_40', 'word_49', 'word_197', 'word_204', 'word_251', 'word_285', 'word_501', 'word_582', 'word_597', 'word_618', 'word_759', 'word_810', 'word_834', 'word_912', 'word_989', 'word_1028', 'word_1076', 'word_1098', 'word_1132', 'word_1231', 'word_1264', 'word_1275', 'word_1353']"
1152143,Theory,"['word_187', 'word_448', 'word_561', 'word_784', 'word_815', 'word_832', 'word_839', 'word_1006', 'word_1072', 'word_1118', 'word_1167', 'word_1178', 'word_1263', 'word_1264', 'word_1267', 'word_1381', 'word_1382', 'word_1394', 'word_1398', 'word_1432']"
1120962,Neural_Networks,"['word_20', 'word_40', 'word_88', 'word_229', 'word_620', 'word_701', 'word_775', 'word_832', 'word_1037', 'word_1107', 'word_1119', 'word_1132', 'word_1178', 'word_1204', 'word_1264', 'word_1291', 'word_1315', 'word_1329', 'word_1333', 'word_1349', 'word_1398']"
648232,Neural_Networks,"['word_89', 'word_129', 'word_766', 'word_913', 'word_973', 'word_1056', 'word_1264', 'word_1273', 'word_1275']"
143476,Probabilistic_Methods,"['word_3', 'word_53', 'word_94', 'word_100', 'word_130', 'word_196', 'word_213', 'word_238', 'word_337', 'word_541', 'word_675', 'word_750', 'word_849', 'word_875', 'word_980', 'word_982', 'word_1073', 'word_1076', 'word_1173', 'word_1178', 'word_1195', 'word_1210', 'word_1267', 'word_1291', 'word_1360', 'word_1419']"
1152150,Neural_Networks,"['word_1030', 'word_1248', 'word_1250']"
1117249,Theory,"['word_195', 'word_218', 'word_239', 'word_448', 'word_467', 'word_508', 'word_541', 'word_616', 'word_753', 'word_755', 'word_1077', 'word_1293', 'word_1309', 'word_1321', 'word_1382', 'word_1423']"
1152162,Neural_Networks,"['word_11', 'word_58', 'word_126', 'word_136', 'word_173', 'word_178', 'word_209', 'word_285', 'word_439', 'word_475', 'word_508', 'word_613', 'word_648', 'word_703', 'word_750', 'word_761', 'word_802', 'word_1073', 'word_1110', 'word_1118', 'word_1176', 'word_1178', 'word_1210', 'word_1329', 'word_1331']"
350362,Theory,"['word_206', 'word_576', 'word_764', 'word_793', 'word_816', 'word_828', 'word_898', 'word_968', 'word_985', 'word_986', 'word_1073', 'word_1074', 'word_1171', 'word_1204', 'word_1241', 'word_1302', 'word_1385', 'word_1423']"
1116530,Probabilistic_Methods,"['word_20', 'word_40', 'word_131', 'word_177', 'word_296', 'word_484', 'word_488', 'word_511', 'word_526', 'word_775', 'word_930', 'word_1050', 'word_1076', 'word_1178', 'word_1188', 'word_1302', 'word_1377', 'word_1428', 'word_1432']"
61069,Genetic_Algorithms,"['word_119', 'word_180', 'word_193', 'word_311', 'word_549', 'word_553', 'word_727', 'word_731', 'word_747', 'word_912', 'word_929', 'word_937', 'word_956', 'word_1002', 'word_1180', 'word_1293', 'word_1374']"
1110000,Probabilistic_Methods,"['word_99', 'word_134', 'word_136', 'word_180', 'word_518', 'word_630', 'word_680', 'word_698', 'word_702', 'word_720', 'word_1139', 'word_1160', 'word_1209', 'word_1210']"
646809,Genetic_Algorithms,"['word_84', 'word_164', 'word_165', 'word_483', 'word_496', 'word_508', 'word_608', 'word_609', 'word_620', 'word_750', 'word_757', 'word_778', 'word_979', 'word_1061', 'word_1123', 'word_1161', 'word_1178', 'word_1329', 'word_1333', 'word_1410']"
1105698,Probabilistic_Methods,"['word_130', 'word_308', 'word_312', 'word_356', 'word_416', 'word_694', 'word_699', 'word_830', 'word_894', 'word_999', 'word_1210', 'word_1221', 'word_1248', 'word_1250', 'word_1354', 'word_1425']"
1152194,Neural_Networks,"['word_14', 'word_20', 'word_147', 'word_155', 'word_265', 'word_298', 'word_378', 'word_465', 'word_504', 'word_532', 'word_616', 'word_674', 'word_775', 'word_968', 'word_1098', 'word_1178', 'word_1365', 'word_1380', 'word_1425']"
198653,Genetic_Algorithms,"['word_40', 'word_465', 'word_764', 'word_1061', 'word_1076', 'word_1152', 'word_1219', 'word_1264', 'word_1329', 'word_1354']"
1116569,Neural_Networks,"['word_14', 'word_100', 'word_104', 'word_239', 'word_922', 'word_968', 'word_1210']"
77758,Neural_Networks,"['word_104', 'word_133', 'word_136', 'word_177', 'word_212', 'word_448', 'word_473', 'word_475', 'word_508', 'word_510', 'word_616', 'word_699', 'word_730', 'word_970', 'word_1074', 'word_1080', 'word_1185', 'word_1239', 'word_1387']"
854434,Neural_Networks,"['word_10', 'word_28', 'word_53', 'word_62', 'word_204', 'word_293', 'word_395', 'word_537', 'word_620', 'word_702', 'word_724', 'word_1127', 'word_1133', 'word_1146', 'word_1178', 'word_1204', 'word_1296', 'word_1300']"
1128151,Genetic_Algorithms,"['word_28', 'word_94', 'word_141', 'word_235', 'word_429', 'word_508', 'word_611', 'word_620', 'word_698', 'word_724', 'word_726', 'word_1076', 'word_1150', 'word_1152', 'word_1156', 'word_1175', 'word_1264', 'word_1303', 'word_1312', 'word_1332', 'word_1343', 'word_1390', 'word_1412']"
1123867,Theory,"['word_4', 'word_213', 'word_314', 'word_508', 'word_554', 'word_727', 'word_765', 'word_820', 'word_939', 'word_940', 'word_972', 'word_1091', 'word_1150', 'word_1178', 'word_1258', 'word_1264', 'word_1333', 'word_1337']"
191404,Probabilistic_Methods,"['word_65', 'word_88', 'word_188', 'word_204', 'word_285', 'word_508', 'word_510', 'word_595', 'word_613', 'word_625', 'word_649', 'word_780', 'word_830', 'word_864', 'word_875', 'word_1072', 'word_1145', 'word_1180', 'word_1210', 'word_1306', 'word_1309', 'word_1315', 'word_1334', 'word_1382', 'word_1388']"
1116594,Neural_Networks,"['word_20', 'word_80', 'word_86', 'word_89', 'word_152', 'word_212', 'word_235', 'word_394', 'word_569', 'word_667', 'word_692', 'word_716', 'word_769', 'word_775', 'word_912', 'word_1076', 'word_1178', 'word_1210', 'word_1229', 'word_1264', 'word_1340', 'word_1410']"
126793,Probabilistic_Methods,"['word_27', 'word_78', 'word_126', 'word_254', 'word_447', 'word_467', 'word_514', 'word_541', 'word_649', 'word_822', 'word_841', 'word_1139', 'word_1154', 'word_1177', 'word_1178', 'word_1209', 'word_1267', 'word_1273', 'word_1309', 'word_1413', 'word_1415']"
43639,Neural_Networks,"['word_118', 'word_257', 'word_368', 'word_418', 'word_423', 'word_515', 'word_699', 'word_702', 'word_730', 'word_779', 'word_811', 'word_914', 'word_1025', 'word_1132', 'word_1145', 'word_1157', 'word_1178']"
44368,Genetic_Algorithms,"['word_26', 'word_45', 'word_62', 'word_141', 'word_309', 'word_396', 'word_508', 'word_523', 'word_626', 'word_961', 'word_964', 'word_1132', 'word_1172', 'word_1178', 'word_1180', 'word_1257', 'word_1302', 'word_1329', 'word_1333', 'word_1353']"
97390,Genetic_Algorithms,"['word_11', 'word_26', 'word_27', 'word_155', 'word_171', 'word_275', 'word_335', 'word_409', 'word_415', 'word_496', 'word_508', 'word_1050', 'word_1097', 'word_1119', 'word_1123', 'word_1161', 'word_1231', 'word_1267', 'word_1299', 'word_1333', 'word_1394']"
87915,Probabilistic_Methods,"['word_59', 'word_63', 'word_97', 'word_205', 'word_223', 'word_322', 'word_465', 'word_480', 'word_506', 'word_560', 'word_750', 'word_861', 'word_980', 'word_1006', 'word_1033', 'word_1178', 'word_1179', 'word_1252', 'word_1293', 'word_1329', 'word_1336', 'word_1410', 'word_1427']"
131117,Neural_Networks,"['word_3', 'word_20', 'word_137', 'word_147', 'word_158', 'word_169', 'word_262', 'word_293', 'word_403', 'word_409', 'word_676', 'word_708', 'word_860', 'word_960', 'word_1077', 'word_1263', 'word_1264']"
8581,Neural_Networks,"['word_53', 'word_158', 'word_177', 'word_331', 'word_418', 'word_469', 'word_602', 'word_620', 'word_633', 'word_648', 'word_697', 'word_756', 'word_775', 'word_787', 'word_912', 'word_913', 'word_1127', 'word_1139', 'word_1170', 'word_1175', 'word_1253', 'word_1264', 'word_1329', 'word_1353']"
27606,Theory,"['word_251', 'word_648', 'word_699', 'word_702', 'word_726', 'word_1023', 'word_1178', 'word_1210', 'word_1212', 'word_1218', 'word_1260', 'word_1264', 'word_1333', 'word_1385']"
1115886,Reinforcement_Learning,"['word_7', 'word_62', 'word_100', 'word_122', 'word_126', 'word_141', 'word_360', 'word_369', 'word_411', 'word_626', 'word_745', 'word_759', 'word_767', 'word_895', 'word_1057', 'word_1132', 'word_1150', 'word_1178', 'word_1263', 'word_1264', 'word_1288', 'word_1333']"
184157,Reinforcement_Learning,"['word_150', 'word_302', 'word_620', 'word_649', 'word_685', 'word_702', 'word_791', 'word_861', 'word_875', 'word_916', 'word_938', 'word_1050', 'word_1052', 'word_1072', 'word_1179', 'word_1234', 'word_1252', 'word_1282', 'word_1302']"
1152904,Neural_Networks,"['word_11', 'word_58', 'word_126', 'word_136', 'word_173', 'word_178', 'word_209', 'word_285', 'word_439', 'word_475', 'word_508', 'word_613', 'word_648', 'word_703', 'word_750', 'word_761', 'word_802', 'word_1073', 'word_1110', 'word_1118', 'word_1176', 'word_1178', 'word_1210', 'word_1329', 'word_1331']"
1120211,Neural_Networks,"['word_15', 'word_66', 'word_73', 'word_74', 'word_76', 'word_197', 'word_215', 'word_447', 'word_540', 'word_589', 'word_719', 'word_812', 'word_837', 'word_843', 'word_913', 'word_1009', 'word_1059', 'word_1135', 'word_1210', 'word_1264', 'word_1362', 'word_1382']"
28350,Reinforcement_Learning,"['word_40', 'word_42', 'word_293', 'word_508', 'word_587', 'word_598', 'word_613', 'word_871', 'word_936', 'word_1072', 'word_1133', 'word_1173', 'word_1178', 'word_1182', 'word_1268', 'word_1350', 'word_1352', 'word_1396']"
1152910,Reinforcement_Learning,"['word_26', 'word_582', 'word_704', 'word_707', 'word_821', 'word_1248', 'word_1250', 'word_1264', 'word_1361', 'word_1368']"
27627,Theory,"['word_40', 'word_133', 'word_180', 'word_238', 'word_275', 'word_412', 'word_476', 'word_537', 'word_541', 'word_698', 'word_702', 'word_750', 'word_933', 'word_1254', 'word_1255', 'word_1264', 'word_1331', 'word_1348', 'word_1354']"
649731,Neural_Networks,"['word_7', 'word_89', 'word_137', 'word_169', 'word_176', 'word_214', 'word_277', 'word_384', 'word_435', 'word_541', 'word_624', 'word_629', 'word_648', 'word_703', 'word_716', 'word_756', 'word_779', 'word_971', 'word_1135', 'word_1145', 'word_1303', 'word_1389', 'word_1398']"
308920,Probabilistic_Methods,"['word_59', 'word_132', 'word_177', 'word_212', 'word_239', 'word_541', 'word_542', 'word_611', 'word_662', 'word_725', 'word_827', 'word_829', 'word_968', 'word_1097', 'word_1210', 'word_1293', 'word_1310']"
289780,Genetic_Algorithms,"['word_100', 'word_1150', 'word_1264', 'word_1354']"
289781,Genetic_Algorithms,"['word_7', 'word_62', 'word_94', 'word_100', 'word_127', 'word_131', 'word_204', 'word_241', 'word_260', 'word_349', 'word_496', 'word_508', 'word_641', 'word_722', 'word_733', 'word_781', 'word_931', 'word_935', 'word_1092', 'word_1150', 'word_1152', 'word_1158', 'word_1302', 'word_1353', 'word_1394']"
19621,Neural_Networks,"['word_20', 'word_43', 'word_231', 'word_384', 'word_441', 'word_505', 'word_626', 'word_648', 'word_679', 'word_716', 'word_775', 'word_787', 'word_804', 'word_958', 'word_1036', 'word_1072', 'word_1160', 'word_1175', 'word_1225', 'word_1264', 'word_1393', 'word_1426']"
1129608,Neural_Networks,"['word_91', 'word_100', 'word_141', 'word_206', 'word_211', 'word_272', 'word_472', 'word_508', 'word_522', 'word_560', 'word_563', 'word_737', 'word_993', 'word_1150', 'word_1178', 'word_1206', 'word_1210', 'word_1226', 'word_1417', 'word_1425']"
1365,Neural_Networks,"['word_86', 'word_133', 'word_446', 'word_541', 'word_544', 'word_559', 'word_589', 'word_974', 'word_1061', 'word_1077', 'word_1139', 'word_1264', 'word_1273', 'word_1281', 'word_1296', 'word_1300', 'word_1354', 'word_1358', 'word_1362', 'word_1385']"
103543,Probabilistic_Methods,"['word_32', 'word_133', 'word_251', 'word_598', 'word_648', 'word_649', 'word_699', 'word_822', 'word_972', 'word_999', 'word_1041', 'word_1161', 'word_1178', 'word_1185', 'word_1248', 'word_1250', 'word_1353', 'word_1382', 'word_1413', 'word_1415', 'word_1425']"
28387,Reinforcement_Learning,"['word_42', 'word_188', 'word_507', 'word_508', 'word_582', 'word_594', 'word_595', 'word_625', 'word_649', 'word_724', 'word_861', 'word_875', 'word_938', 'word_1016', 'word_1098', 'word_1178', 'word_1199', 'word_1220', 'word_1264', 'word_1292', 'word_1333', 'word_1381', 'word_1396']"
28389,Reinforcement_Learning,"['word_39', 'word_84', 'word_125', 'word_229', 'word_394', 'word_506', 'word_561', 'word_582', 'word_589', 'word_607', 'word_764', 'word_870', 'word_970', 'word_1079', 'word_1124', 'word_1144', 'word_1150', 'word_1178', 'word_1264', 'word_1309', 'word_1394']"
43698,Neural_Networks,"['word_40', 'word_94', 'word_329', 'word_437', 'word_522', 'word_565', 'word_695', 'word_809', 'word_903', 'word_962', 'word_1080', 'word_1152', 'word_1178', 'word_1199', 'word_1203', 'word_1204', 'word_1274', 'word_1313', 'word_1340', 'word_1382', 'word_1396']"
54550,Case_Based,"['word_26', 'word_42', 'word_79', 'word_83', 'word_151', 'word_188', 'word_229', 'word_454', 'word_540', 'word_606', 'word_725', 'word_817', 'word_1171', 'word_1178', 'word_1181', 'word_1204', 'word_1291', 'word_1302', 'word_1333']"
1129621,Neural_Networks,"['word_20', 'word_48', 'word_155', 'word_283', 'word_285', 'word_293', 'word_325', 'word_725', 'word_726', 'word_730', 'word_775', 'word_802', 'word_866', 'word_916', 'word_970', 'word_1005', 'word_1020', 'word_1120', 'word_1249', 'word_1264', 'word_1267', 'word_1296']"
46536,Neural_Networks,"['word_26', 'word_206', 'word_239', 'word_342', 'word_378', 'word_417', 'word_508', 'word_764', 'word_787', 'word_809', 'word_827', 'word_875', 'word_970', 'word_1138', 'word_1141', 'word_1158', 'word_1178', 'word_1199', 'word_1200', 'word_1248', 'word_1250', 'word_1275', 'word_1306']"
1129629,Genetic_Algorithms,"['word_43', 'word_113', 'word_300', 'word_369', 'word_465', 'word_499', 'word_520', 'word_537', 'word_549', 'word_599', 'word_620', 'word_742', 'word_863', 'word_1133', 'word_1199', 'word_1228', 'word_1294', 'word_1398', 'word_1425']"
568857,Genetic_Algorithms,"['word_115', 'word_369', 'word_402', 'word_412', 'word_465', 'word_626', 'word_645', 'word_664', 'word_756', 'word_759', 'word_878', 'word_916', 'word_989', 'word_1042', 'word_1076', 'word_1113', 'word_1119', 'word_1169', 'word_1178', 'word_1275', 'word_1369', 'word_1427']"
447224,Genetic_Algorithms,"['word_24', 'word_248', 'word_292', 'word_379', 'word_475', 'word_508', 'word_802', 'word_1132', 'word_1160', 'word_1178', 'word_1329', 'word_1334', 'word_1380']"
38537,Probabilistic_Methods,"['word_17', 'word_499', 'word_699', 'word_724', 'word_1145', 'word_1209', 'word_1252', 'word_1255', 'word_1346']"
1152975,Case_Based,"['word_53', 'word_235', 'word_270', 'word_541', 'word_561', 'word_620', 'word_637', 'word_644', 'word_724', 'word_736', 'word_753', 'word_927', 'word_932', 'word_970', 'word_1073', 'word_1152', 'word_1210', 'word_1212', 'word_1249', 'word_1264', 'word_1302', 'word_1313', 'word_1382', 'word_1387']"
34979,Theory,"['word_90', 'word_97', 'word_125', 'word_215', 'word_331', 'word_438', 'word_471', 'word_508', 'word_515', 'word_723', 'word_757', 'word_870', 'word_927', 'word_995', 'word_1087', 'word_1178', 'word_1197', 'word_1210', 'word_1253', 'word_1264', 'word_1346']"
1104261,Theory,"['word_84', 'word_94', 'word_171', 'word_180', 'word_337', 'word_508', 'word_648', 'word_676', 'word_904', 'word_1132', 'word_1160', 'word_1178', 'word_1231', 'word_1264', 'word_1329', 'word_1355', 'word_1388']"
139865,Neural_Networks,"['word_20', 'word_42', 'word_306', 'word_511', 'word_541', 'word_648', 'word_721', 'word_775', 'word_856', 'word_1076', 'word_1157', 'word_1309', 'word_1390', 'word_1393', 'word_1432']"
