id,category,super_category_red,in_degree,out_degree,keyword
10177,Theory,Theory,15,1,word_127
18811,Probabilistic_Methods,Theory,3,0,word_103
18812,Probabilistic_Methods,Theory,2,0,word_226
73327,Case_Based,Systems,5,3,word_3
1117942,Reinforcement_Learning,AI,0,3,word_100
15984,Probabilistic_Methods,Theory,4,0,word_340
202522,Probabilistic_Methods,Theory,1,0,word_5
1152859,Neural_Networks,AI,0,1,word_773
10183,Case_Based,Systems,10,1,word_94
81350,Reinforcement_Learning,AI,2,3,word_195
259126,Neural_Networks,AI,0,2,word_100
1120170,Reinforcement_Learning,AI,0,2,word_39
46452,Rule_Learning,AI,2,0,word_94
26850,Neural_Networks,AI,1,1,word_20
18832,Reinforcement_Learning,AI,4,0,word_39
18833,Reinforcement_Learning,AI,0,2,word_62
82098,Genetic_Algorithms,Systems,1,2,word_62
103482,Neural_Networks,AI,5,1,word_8
158614,Theory,Theory,1,1,word_90
46468,Probabilistic_Methods,Theory,1,3,word_78
71904,Neural_Networks,AI,2,0,word_24
80656,Neural_Networks,AI,3,0,word_58
29708,Neural_Networks,AI,1,1,word_40
1128839,Neural_Networks,AI,0,3,word_3
1128846,Neural_Networks,AI,0,1,word_3
12330,Neural_Networks,AI,9,1,word_63
240321,Neural_Networks,AI,10,0,word_53
1128853,Rule_Learning,AI,0,1,word_157
219976,Case_Based,Systems,1,0,word_42
38480,Reinforcement_Learning,AI,1,5,word_174
12350,Theory,Theory,19,2,word_57
7022,Neural_Networks,AI,0,1,word_192
63931,Rule_Learning,AI,5,2,word_330
68224,Neural_Networks,AI,4,0,word_320
1110768,Neural_Networks,AI,0,1,word_20
1107041,Case_Based,Systems,0,2,word_5
1114352,Neural_Networks,AI,0,4,word_20
1107062,Genetic_Algorithms,Systems,0,3,word_10
288,Reinforcement_Learning,AI,2,1,word_100
1107067,Case_Based,Systems,0,5,word_60
91581,Probabilistic_Methods,Theory,2,4,word_49
39904,Neural_Networks,AI,0,2,word_20
6334,Case_Based,Systems,13,4,word_99
123825,Neural_Networks,AI,8,2,word_20
23258,Reinforcement_Learning,AI,3,5,word_94
66805,Genetic_Algorithms,Systems,2,2,word_28
6346,Case_Based,Systems,2,0,word_68
55968,Reinforcement_Learning,AI,1,4,word_27
368431,Theory,Theory,1,3,word_5
179702,Neural_Networks,AI,4,0,word_58
1140547,Neural_Networks,AI,0,2,word_20
1114388,Theory,Theory,0,3,word_94
90888,Neural_Networks,AI,3,2,word_3
510715,Probabilistic_Methods,Theory,0,1,word_28
33412,Neural_Networks,AI,3,1,word_7
188471,Reinforcement_Learning,AI,1,4,word_40
1152143,Theory,Theory,0,4,word_187
1120962,Neural_Networks,AI,0,3,word_20
648232,Neural_Networks,AI,1,1,word_89
143476,Probabilistic_Methods,Theory,1,0,word_3
1152150,Neural_Networks,AI,0,3,word_1030
1117249,Theory,Theory,0,1,word_195
1152162,Neural_Networks,AI,0,3,word_11
350362,Theory,Theory,0,3,word_206
1116530,Probabilistic_Methods,Theory,0,1,word_20
61069,Genetic_Algorithms,Systems,5,2,word_119
1110000,Probabilistic_Methods,Theory,0,2,word_99
646809,Genetic_Algorithms,Systems,3,3,word_84
1105698,Probabilistic_Methods,Theory,0,1,word_130
1152194,Neural_Networks,AI,0,2,word_14
198653,Genetic_Algorithms,Systems,5,2,word_40
1116569,Neural_Networks,AI,0,2,word_14
77758,Neural_Networks,AI,9,1,word_104
854434,Neural_Networks,AI,0,1,word_10
1128151,Genetic_Algorithms,Systems,0,1,word_28
1123867,Theory,Theory,0,2,word_4
191404,Probabilistic_Methods,Theory,0,1,word_65
1116594,Neural_Networks,AI,0,2,word_20
126793,Probabilistic_Methods,Theory,2,1,word_27
43639,Neural_Networks,AI,2,1,word_118
44368,Genetic_Algorithms,Systems,1,3,word_26
97390,Genetic_Algorithms,Systems,5,1,word_11
87915,Probabilistic_Methods,Theory,4,2,word_59
131117,Neural_Networks,AI,2,2,word_3
8581,Neural_Networks,AI,5,2,word_53
27606,Theory,Theory,3,1,word_251
1115886,Reinforcement_Learning,AI,0,1,word_7
184157,Reinforcement_Learning,AI,1,2,word_150
1152904,Neural_Networks,AI,0,3,word_11
1120211,Neural_Networks,AI,0,2,word_15
28350,Reinforcement_Learning,AI,12,2,word_40
1152910,Reinforcement_Learning,AI,0,1,word_26
27627,Theory,Theory,9,1,word_40
649731,Neural_Networks,AI,2,2,word_7
308920,Probabilistic_Methods,Theory,0,3,word_59
289780,Genetic_Algorithms,Systems,3,4,word_100
289781,Genetic_Algorithms,Systems,4,2,word_7
19621,Neural_Networks,AI,31,3,word_20
1129608,Neural_Networks,AI,0,2,word_91
1365,Neural_Networks,AI,74,0,word_86
103543,Probabilistic_Methods,Theory,2,5,word_32
28387,Reinforcement_Learning,AI,1,4,word_42
28389,Reinforcement_Learning,AI,1,0,word_39
43698,Neural_Networks,AI,3,2,word_40
54550,Case_Based,Systems,1,1,word_26
1129621,Neural_Networks,AI,0,3,word_20
46536,Neural_Networks,AI,0,1,word_26
1129629,Genetic_Algorithms,Systems,0,4,word_43
568857,Genetic_Algorithms,Systems,2,5,word_115
447224,Genetic_Algorithms,Systems,1,3,word_24
38537,Probabilistic_Methods,Theory,6,0,word_17
1152975,Case_Based,Systems,0,3,word_53
34979,Theory,Theory,3,1,word_90
1104261,Theory,Theory,0,1,word_84
139865,Neural_Networks,AI,2,2,word_20
56709,Genetic_Algorithms,Systems,5,4,word_94
1128945,Genetic_Algorithms,Systems,0,1,word_62
19697,Neural_Networks,AI,5,1,word_20
107177,Theory,Theory,1,1,word_133
1131165,Probabilistic_Methods,Theory,0,1,word_59
1128959,Genetic_Algorithms,Systems,0,2,word_9
152219,Neural_Networks,AI,0,3,word_87
184918,Neural_Networks,AI,2,4,word_46
16008,Probabilistic_Methods,Theory,11,0,word_510
1122425,Reinforcement_Learning,AI,0,4,word_39
928873,Neural_Networks,AI,0,3,word_20
206259,Reinforcement_Learning,AI,0,3,word_3
714748,Probabilistic_Methods,Theory,0,5,word_96
1131189,Probabilistic_Methods,Theory,0,1,word_103
217115,Theory,Theory,1,2,word_371
560936,Neural_Networks,AI,2,4,word_704
1131198,Genetic_Algorithms,Systems,0,2,word_369
1128985,Genetic_Algorithms,Systems,0,4,word_268
466170,Neural_Networks,AI,1,0,word_5
429805,Case_Based,Systems,0,4,word_235
561674,Neural_Networks,AI,3,1,word_74
654177,Case_Based,Systems,1,4,word_3
95225,Theory,Theory,1,3,word_248
37884,Probabilistic_Methods,Theory,1,3,word_154
37888,Probabilistic_Methods,Theory,5,2,word_20
1128997,Genetic_Algorithms,Systems,0,3,word_90
545647,Theory,Theory,1,3,word_84
42207,Theory,Theory,1,4,word_88
42209,Theory,Theory,1,1,word_1212
82920,Genetic_Algorithms,Systems,23,0,word_297
128202,Theory,Theory,0,1,word_203
128203,Theory,Theory,1,1,word_212
1102873,Neural_Networks,AI,0,1,word_19
42221,Theory,Theory,5,0,word_53
1107171,Case_Based,Systems,0,4,word_5
1133338,Genetic_Algorithms,Systems,0,2,word_129
67633,Case_Based,Systems,2,1,word_81
48781,Genetic_Algorithms,Systems,4,1,word_28
75674,Reinforcement_Learning,AI,2,2,word_4
289088,Neural_Networks,AI,1,1,word_11
1152244,Case_Based,Systems,0,3,word_8
13917,Reinforcement_Learning,AI,1,2,word_20
75695,Neural_Networks,AI,4,2,word_40
34257,Neural_Networks,AI,13,1,word_20
1117348,Neural_Networks,AI,0,2,word_94
574710,Genetic_Algorithms,Systems,0,3,word_20
34263,Neural_Networks,AI,3,4,word_20
1128204,Genetic_Algorithms,Systems,0,2,word_23
34266,Neural_Networks,AI,3,4,word_20
1128208,Genetic_Algorithms,Systems,0,2,word_42
1116629,Neural_Networks,AI,0,2,word_20
110162,Case_Based,Systems,2,4,word_19
110163,Case_Based,Systems,2,5,word_5
110164,Case_Based,Systems,0,5,word_5
628751,Neural_Networks,AI,2,2,word_20
708945,Neural_Networks,AI,0,3,word_84
1123926,Theory,Theory,0,2,word_4
1152277,Neural_Networks,AI,0,4,word_37
77826,Case_Based,Systems,2,2,word_5
77829,Case_Based,Systems,2,1,word_83
8617,Neural_Networks,AI,5,0,word_20
242663,Probabilistic_Methods,Theory,0,4,word_17
8619,Neural_Networks,AI,2,0,word_20
628764,Neural_Networks,AI,0,3,word_20
628766,Neural_Networks,AI,0,1,word_20
1125393,Case_Based,Systems,0,3,word_49
66986,Neural_Networks,AI,1,2,word_20
646913,Genetic_Algorithms,Systems,2,3,word_97
578309,Neural_Networks,AI,1,5,word_62
18251,Case_Based,Systems,1,1,word_82
1152290,Theory,Theory,0,4,word_234
954315,Rule_Learning,AI,1,2,word_51
578337,Neural_Networks,AI,5,4,word_73
907845,Neural_Networks,AI,0,1,word_14
1127530,Probabilistic_Methods,Theory,0,2,word_45
1128267,Reinforcement_Learning,AI,0,2,word_62
28412,Reinforcement_Learning,AI,4,0,word_251
594387,Genetic_Algorithms,Systems,0,5,word_87
1127541,Neural_Networks,AI,0,1,word_42
44455,Genetic_Algorithms,Systems,6,1,word_248
45188,Theory,Theory,5,2,word_95
45189,Theory,Theory,8,3,word_26
1127551,Probabilistic_Methods,Theory,0,1,word_4
1123991,Probabilistic_Methods,Theory,0,1,word_169
1127558,Probabilistic_Methods,Theory,0,2,word_576
105057,Theory,Theory,0,4,word_7
1128291,Genetic_Algorithms,Systems,0,4,word_162
1127566,Probabilistic_Methods,Theory,0,2,word_136
1154459,Genetic_Algorithms,Systems,0,4,word_496
218682,Case_Based,Systems,1,2,word_40
28447,Case_Based,Systems,3,4,word_386
1153736,Theory,Theory,0,1,word_62
62634,Genetic_Algorithms,Systems,1,3,word_48
211432,Theory,Theory,0,3,word_62
112378,Case_Based,Systems,5,5,word_5
1113035,Neural_Networks,AI,0,3,word_26
1118848,Neural_Networks,AI,0,2,word_100
137790,Theory,Theory,5,0,word_314
217984,Neural_Networks,AI,1,1,word_86
949217,Neural_Networks,AI,0,4,word_42
28473,Reinforcement_Learning,AI,0,2,word_90
1104300,Probabilistic_Methods,Theory,0,2,word_20
1105033,Reinforcement_Learning,AI,0,2,word_39
11093,Probabilistic_Methods,Theory,1,1,word_36
696342,Neural_Networks,AI,0,3,word_20
696343,Neural_Networks,AI,1,1,word_40
696346,Neural_Networks,AI,0,5,word_20
28487,Reinforcement_Learning,AI,5,0,word_188
5038,Theory,Theory,0,4,word_22
195150,Rule_Learning,AI,1,3,word_72
62676,Neural_Networks,AI,2,0,word_4
13213,Reinforcement_Learning,AI,2,0,word_169
576973,Genetic_Algorithms,Systems,2,1,word_94
35797,Neural_Networks,AI,10,4,word_20
134128,Reinforcement_Learning,AI,3,5,word_15
166825,Case_Based,Systems,2,0,word_5
175576,Theory,Theory,0,2,word_122
509379,Theory,Theory,1,2,word_63
53942,Theory,Theory,2,0,word_65
642621,Probabilistic_Methods,Theory,3,0,word_32
1131236,Probabilistic_Methods,Theory,0,5,word_173
1112369,Neural_Networks,AI,0,2,word_86
446610,Probabilistic_Methods,Theory,1,0,word_101
644093,Probabilistic_Methods,Theory,1,5,word_417
411092,Rule_Learning,AI,0,3,word_1006
642641,Probabilistic_Methods,Theory,1,0,word_2
1131258,Probabilistic_Methods,Theory,0,3,word_204
1131267,Probabilistic_Methods,Theory,0,2,word_14
13269,Probabilistic_Methods,Theory,1,2,word_5
1104379,Neural_Networks,AI,0,4,word_18
1114502,Genetic_Algorithms,Systems,0,5,word_1
1107215,Case_Based,Systems,0,3,word_27
83725,Genetic_Algorithms,Systems,5,3,word_26
84459,Theory,Theory,0,2,word_123
642681,Probabilistic_Methods,Theory,6,1,word_131
445938,Probabilistic_Methods,Theory,1,4,word_1019
1103676,Neural_Networks,AI,0,3,word_45
1130568,Neural_Networks,AI,0,1,word_20
1153003,Neural_Networks,AI,0,4,word_764
51045,Probabilistic_Methods,Theory,1,3,word_40
12576,Genetic_Algorithms,Systems,19,4,word_62
144330,Theory,Theory,1,2,word_124
105865,Neural_Networks,AI,2,2,word_20
51052,Probabilistic_Methods,Theory,2,0,word_5
1153014,Probabilistic_Methods,Theory,0,2,word_20
641976,Neural_Networks,AI,3,3,word_20
561789,Probabilistic_Methods,Theory,3,0,word_65
1130586,Neural_Networks,AI,0,1,word_20
368605,Neural_Networks,AI,1,2,word_20
1133428,Neural_Networks,AI,0,2,word_78
1113828,Neural_Networks,AI,0,2,word_69
129042,Case_Based,Systems,3,1,word_5
129045,Case_Based,Systems,2,2,word_5
6539,Theory,Theory,1,4,word_252
1153031,Neural_Networks,AI,0,1,word_53
1122580,Theory,Theory,0,2,word_92
1132706,Case_Based,Systems,0,2,word_315
1152308,Case_Based,Systems,0,3,word_5
105899,Probabilistic_Methods,Theory,1,4,word_3
50354,Neural_Networks,AI,3,1,word_20
1121867,Theory,Theory,0,5,word_50
1113852,Theory,Theory,0,3,word_100
1153056,Reinforcement_Learning,AI,0,2,word_745
94641,Genetic_Algorithms,Systems,6,1,word_40
1153065,Genetic_Algorithms,Systems,0,2,word_55
1133469,Reinforcement_Learning,AI,0,1,word_8
35070,Case_Based,Systems,0,2,word_49
576257,Genetic_Algorithms,Systems,2,2,word_20
1129018,Genetic_Algorithms,Systems,0,2,word_93
263069,Genetic_Algorithms,Systems,2,0,word_18
1129027,Genetic_Algorithms,Systems,0,2,word_45
1152358,Genetic_Algorithms,Systems,0,5,word_63
1125467,Probabilistic_Methods,Theory,0,2,word_20
1125469,Probabilistic_Methods,Theory,0,5,word_20
72101,Neural_Networks,AI,1,2,word_20
40922,Case_Based,Systems,0,1,word_5
1153097,Neural_Networks,AI,0,3,word_59
1109439,Neural_Networks,AI,0,3,word_20
423463,Probabilistic_Methods,Theory,0,3,word_239
128383,Case_Based,Systems,1,2,word_5
683360,Probabilistic_Methods,Theory,1,1,word_28
52515,Probabilistic_Methods,Theory,3,2,word_20
41666,Theory,Theory,1,2,word_65
1128319,Genetic_Algorithms,Systems,0,4,word_40
1152379,Theory,Theory,0,1,word_30
1136342,Genetic_Algorithms,Systems,0,1,word_39
1125492,Genetic_Algorithms,Systems,0,2,word_9
1108728,Rule_Learning,AI,0,3,word_39
265203,Genetic_Algorithms,Systems,1,2,word_94
628888,Neural_Networks,AI,1,1,word_20
1127619,Rule_Learning,AI,0,2,word_36
56112,Genetic_Algorithms,Systems,7,2,word_62
56115,Genetic_Algorithms,Systems,10,2,word_496
56119,Genetic_Algorithms,Systems,4,5,word_56
89547,Theory,Theory,12,1,word_30
51831,Neural_Networks,AI,0,1,word_20
91038,Probabilistic_Methods,Theory,1,0,word_20
96847,Genetic_Algorithms,Systems,1,4,word_162
521855,Probabilistic_Methods,Theory,1,3,word_5
96851,Genetic_Algorithms,Systems,2,0,word_64
1136397,Neural_Networks,AI,0,5,word_53
158172,Probabilistic_Methods,Theory,1,3,word_20
1127657,Theory,Theory,0,1,word_40
131315,Neural_Networks,AI,1,3,word_20
131318,Neural_Networks,AI,1,5,word_20
289945,Neural_Networks,AI,1,0,word_20
62718,Case_Based,Systems,1,3,word_27
229635,Genetic_Algorithms,Systems,0,3,word_20
56167,Case_Based,Systems,5,3,word_5
51879,Probabilistic_Methods,Theory,4,0,word_87
10435,Case_Based,Systems,6,3,word_5
137873,Probabilistic_Methods,Theory,0,3,word_40
168332,Reinforcement_Learning,AI,1,0,word_39
330208,Neural_Networks,AI,2,0,word_14
689152,Neural_Networks,AI,1,3,word_57
1120444,Case_Based,Systems,0,4,word_68
1153877,Case_Based,Systems,0,1,word_5
1153879,Case_Based,Systems,0,1,word_387
108047,Genetic_Algorithms,Systems,9,4,word_300
1131300,Probabilistic_Methods,Theory,0,2,word_3
362926,Rule_Learning,AI,0,1,word_1
129896,Probabilistic_Methods,Theory,0,4,word_53
129897,Probabilistic_Methods,Theory,0,5,word_40
59045,Theory,Theory,1,2,word_53
1153889,Case_Based,Systems,0,1,word_188
239810,Case_Based,Systems,1,1,word_5
20601,Theory,Theory,11,2,word_801
20602,Theory,Theory,9,2,word_206
416964,Neural_Networks,AI,1,0,word_20
38722,Theory,Theory,6,2,word_64
72908,Rule_Learning,AI,4,1,word_2
116081,Rule_Learning,AI,2,1,word_136
1153897,Genetic_Algorithms,Systems,0,3,word_53
116084,Rule_Learning,AI,4,3,word_97
116087,Rule_Learning,AI,0,3,word_107
1113182,Reinforcement_Learning,AI,0,3,word_97
582139,Neural_Networks,AI,2,2,word_20
561809,Probabilistic_Methods,Theory,3,0,word_53
14062,Genetic_Algorithms,Systems,11,0,word_26
1104449,Neural_Networks,AI,0,3,word_20
39474,Genetic_Algorithms,Systems,1,3,word_93
27895,Theory,Theory,7,0,word_5
167670,Probabilistic_Methods,Theory,1,5,word_26
1131345,Neural_Networks,AI,0,1,word_33
1131348,Neural_Networks,AI,0,1,word_303
14083,Neural_Networks,AI,1,1,word_100
1103737,Theory,Theory,0,4,word_27
65650,Theory,Theory,4,5,word_27
93273,Theory,Theory,2,0,word_90
65653,Theory,Theory,2,5,word_30
5194,Neural_Networks,AI,5,0,word_20
14090,Probabilistic_Methods,Theory,2,0,word_133
1131360,Genetic_Algorithms,Systems,0,4,word_141
1130634,Neural_Networks,AI,0,2,word_4
976284,Theory,Theory,0,5,word_57
1130637,Case_Based,Systems,0,1,word_178
593022,Genetic_Algorithms,Systems,1,1,word_188
1131374,Genetic_Algorithms,Systems,0,3,word_26
975567,Genetic_Algorithms,Systems,0,3,word_293
133550,Neural_Networks,AI,3,2,word_20
145134,Neural_Networks,AI,2,1,word_20
1130653,Case_Based,Systems,0,1,word_5
1130657,Case_Based,Systems,0,1,word_726
1104495,Neural_Networks,AI,0,1,word_28
133566,Neural_Networks,AI,1,4,word_20
133567,Neural_Networks,AI,2,0,word_20
1122642,Neural_Networks,AI,0,5,word_20
1114629,Reinforcement_Learning,AI,0,2,word_53
91852,Case_Based,Systems,1,4,word_3
91853,Case_Based,Systems,4,4,word_5
1153101,Rule_Learning,AI,0,3,word_204
32276,Theory,Theory,6,0,word_40
1130678,Neural_Networks,AI,0,2,word_135
83847,Neural_Networks,AI,4,0,word_105
8079,Theory,Theory,7,1,word_133
593068,Genetic_Algorithms,Systems,0,1,word_119
285675,Neural_Networks,AI,0,3,word_180
1130680,Neural_Networks,AI,0,3,word_68
1106630,Neural_Networks,AI,0,5,word_20
278394,Neural_Networks,AI,2,0,word_20
285687,Neural_Networks,AI,1,0,word_84
69284,Genetic_Algorithms,Systems,2,5,word_42
6639,Rule_Learning,AI,4,3,word_82
14807,Theory,Theory,2,2,word_133
152483,Genetic_Algorithms,Systems,2,2,word_49
683404,Probabilistic_Methods,Theory,1,4,word_5
593091,Genetic_Algorithms,Systems,1,5,word_297
1117501,Neural_Networks,AI,0,2,word_36
99023,Neural_Networks,AI,3,3,word_20
99025,Neural_Networks,AI,0,5,word_3
513189,Genetic_Algorithms,Systems,4,3,word_4
1152421,Genetic_Algorithms,Systems,0,4,word_496
1153150,Rule_Learning,AI,0,3,word_204
99030,Neural_Networks,AI,1,2,word_399
1105932,Rule_Learning,AI,0,5,word_6
1153160,Theory,Theory,0,2,word_42
1106671,Neural_Networks,AI,0,2,word_20
531348,Probabilistic_Methods,Theory,1,3,word_20
577086,Genetic_Algorithms,Systems,0,1,word_204
531351,Probabilistic_Methods,Theory,1,3,word_20
25702,Neural_Networks,AI,8,1,word_53
87482,Neural_Networks,AI,1,4,word_20
135765,Rule_Learning,AI,1,2,word_48
135766,Rule_Learning,AI,3,1,word_48
1132864,Probabilistic_Methods,Theory,0,1,word_89
22886,Case_Based,Systems,3,0,word_5
1118286,Rule_Learning,AI,0,1,word_68
162664,Probabilistic_Methods,Theory,5,2,word_20
1109542,Probabilistic_Methods,Theory,0,1,word_53
1116835,Neural_Networks,AI,0,1,word_4
1116839,Case_Based,Systems,0,1,word_42
1103016,Neural_Networks,AI,0,2,word_3
1128425,Neural_Networks,AI,0,4,word_40
1116842,Theory,Theory,0,2,word_50
1136446,Neural_Networks,AI,0,5,word_74
1136447,Neural_Networks,AI,0,4,word_76
27199,Theory,Theory,2,3,word_204
1125597,Genetic_Algorithms,Systems,0,1,word_20
1132887,Probabilistic_Methods,Theory,0,1,word_20
593813,Genetic_Algorithms,Systems,0,4,word_20
594543,Genetic_Algorithms,Systems,0,2,word_45
917493,Neural_Networks,AI,0,1,word_59
1128430,Case_Based,Systems,0,3,word_5
51909,Rule_Learning,AI,3,3,word_94
1108834,Neural_Networks,AI,0,5,word_620
1128437,Theory,Theory,0,2,word_81
989397,Theory,Theory,0,4,word_4
97645,Genetic_Algorithms,Systems,2,1,word_82
8832,Case_Based,Systems,1,1,word_5
346243,Theory,Theory,1,2,word_5
1119708,Genetic_Algorithms,Systems,0,5,word_42
36620,Case_Based,Systems,3,4,word_5
25772,Neural_Networks,AI,6,2,word_180
640617,Genetic_Algorithms,Systems,1,2,word_188
8865,Genetic_Algorithms,Systems,7,1,word_135
950986,Neural_Networks,AI,0,2,word_20
35905,Neural_Networks,AI,4,2,word_138
8875,Genetic_Algorithms,Systems,5,5,word_132
25791,Neural_Networks,AI,2,0,word_169
100961,Neural_Networks,AI,1,2,word_20
738941,Neural_Networks,AI,2,0,word_131
64271,Case_Based,Systems,5,2,word_5
3084,Case_Based,Systems,3,3,word_5
3085,Case_Based,Systems,6,3,word_41
28649,Theory,Theory,3,0,word_100
3095,Case_Based,Systems,4,2,word_5
3097,Case_Based,Systems,5,3,word_41
1153943,Genetic_Algorithms,Systems,0,5,word_119
1121254,Probabilistic_Methods,Theory,0,3,word_20
74427,Neural_Networks,AI,6,1,word_86
231249,Genetic_Algorithms,Systems,2,1,word_100
1105221,Genetic_Algorithms,Systems,0,3,word_410
28674,Theory,Theory,0,1,word_63
1129907,Probabilistic_Methods,Theory,0,2,word_133
650807,Genetic_Algorithms,Systems,2,0,word_369
348437,Theory,Theory,0,3,word_75
1688,Genetic_Algorithms,Systems,15,2,word_18
33013,Reinforcement_Learning,AI,0,3,word_36
38829,Case_Based,Systems,3,3,word_5
307015,Genetic_Algorithms,Systems,4,2,word_7
127033,Genetic_Algorithms,Systems,3,5,word_45
310742,Probabilistic_Methods,Theory,0,3,word_15
1694,Genetic_Algorithms,Systems,1,2,word_20
650834,Genetic_Algorithms,Systems,0,3,word_20
193918,Neural_Networks,AI,1,0,word_20
85324,Neural_Networks,AI,2,0,word_3
642827,Probabilistic_Methods,Theory,0,5,word_13
38845,Case_Based,Systems,2,4,word_1
193931,Neural_Networks,AI,2,3,word_2
193932,Neural_Networks,AI,1,3,word_5
1116146,Case_Based,Systems,0,1,word_5
85352,Genetic_Algorithms,Systems,16,1,word_132
261040,Case_Based,Systems,2,0,word_42
145215,Case_Based,Systems,3,4,word_94
1131464,Neural_Networks,AI,0,5,word_370
1131466,Probabilistic_Methods,Theory,0,2,word_24
574264,Genetic_Algorithms,Systems,2,1,word_100
57764,Theory,Theory,1,5,word_331
646440,Probabilistic_Methods,Theory,0,1,word_59
1111899,Case_Based,Systems,0,3,word_3
521252,Theory,Theory,1,2,word_62
1115471,Rule_Learning,AI,0,2,word_9
601462,Genetic_Algorithms,Systems,3,0,word_60
385572,Neural_Networks,AI,1,2,word_53
30934,Theory,Theory,1,1,word_40
84695,Neural_Networks,AI,0,1,word_133
189566,Probabilistic_Methods,Theory,5,0,word_5
69397,Theory,Theory,0,3,word_53
6741,Theory,Theory,9,0,word_79
177998,Genetic_Algorithms,Systems,2,0,word_90
395725,Neural_Networks,AI,2,4,word_205
61417,Rule_Learning,AI,3,1,word_138
54129,Genetic_Algorithms,Systems,14,1,word_66
1118347,Neural_Networks,AI,0,1,word_20
1106764,Rule_Learning,AI,0,2,word_57
102406,Theory,Theory,0,3,word_65
75972,Rule_Learning,AI,3,3,word_59
95579,Reinforcement_Learning,AI,0,4,word_58
54132,Genetic_Algorithms,Systems,8,0,word_2
27243,Theory,Theory,2,0,word_26
1153262,Probabilistic_Methods,Theory,0,4,word_42
1153264,Theory,Theory,0,2,word_525
30973,Neural_Networks,AI,0,2,word_64
1129208,Theory,Theory,0,3,word_4
1106771,Neural_Networks,AI,0,3,word_598
27249,Theory,Theory,2,3,word_180
95586,Reinforcement_Learning,AI,1,3,word_94
95588,Reinforcement_Learning,AI,1,0,word_99
255233,Case_Based,Systems,1,2,word_41
6775,Neural_Networks,AI,2,1,word_20
129287,Neural_Networks,AI,1,1,word_20
27250,Theory,Theory,0,4,word_26
19231,Theory,Theory,6,0,word_213
1153275,Theory,Theory,0,2,word_7
1132948,Neural_Networks,AI,0,3,word_5
1106789,Probabilistic_Methods,Theory,0,2,word_67
95597,Reinforcement_Learning,AI,1,0,word_4
6784,Neural_Networks,AI,8,0,word_20
682815,Genetic_Algorithms,Systems,0,5,word_204
1153280,Genetic_Algorithms,Systems,0,4,word_496
148170,Genetic_Algorithms,Systems,2,1,word_39
263279,Genetic_Algorithms,Systems,1,4,word_142
1116922,Rule_Learning,AI,0,2,word_97
1152564,Case_Based,Systems,0,2,word_5
1118388,Case_Based,Systems,0,3,word_5
851968,Neural_Networks,AI,1,2,word_24
3101,Case_Based,Systems,4,3,word_5
1129243,Reinforcement_Learning,AI,0,3,word_45
170798,Case_Based,Systems,1,2,word_3
3112,Case_Based,Systems,8,2,word_5
503877,Genetic_Algorithms,Systems,3,1,word_100
503883,Genetic_Algorithms,Systems,9,2,word_27
561238,Genetic_Algorithms,Systems,0,2,word_47
1110438,Neural_Networks,AI,0,4,word_339
575795,Genetic_Algorithms,Systems,2,1,word_204
1116974,Neural_Networks,AI,0,3,word_3
272720,Theory,Theory,1,4,word_136
415693,Genetic_Algorithms,Systems,1,3,word_7
18582,Genetic_Algorithms,Systems,0,3,word_212
11325,Rule_Learning,AI,0,2,word_82
11326,Theory,Theory,1,1,word_206
1103162,Reinforcement_Learning,AI,0,4,word_2
1111186,Neural_Networks,AI,0,2,word_20
578645,Genetic_Algorithms,Systems,0,5,word_56
578646,Genetic_Algorithms,Systems,6,3,word_248
578649,Genetic_Algorithms,Systems,0,5,word_39
1121313,Case_Based,Systems,0,2,word_5
11335,Rule_Learning,AI,9,0,word_1264
1102442,Theory,Theory,0,2,word_42
11339,Theory,Theory,5,1,word_148
52784,Theory,Theory,1,4,word_20
11342,Theory,Theory,3,3,word_26
3191,Probabilistic_Methods,Theory,15,4,word_196
3192,Probabilistic_Methods,Theory,8,3,word_42
1135899,Neural_Networks,AI,0,3,word_195
591017,Rule_Learning,AI,1,4,word_64
751408,Neural_Networks,AI,1,4,word_20
1140230,Neural_Networks,AI,0,2,word_24
1140231,Neural_Networks,AI,0,1,word_24
1106052,Case_Based,Systems,0,3,word_82
70970,Genetic_Algorithms,Systems,3,4,word_90
67245,Neural_Networks,AI,2,1,word_20
67246,Neural_Networks,AI,1,2,word_20
205196,Neural_Networks,AI,8,2,word_20
135130,Reinforcement_Learning,AI,3,3,word_3
123556,Neural_Networks,AI,3,1,word_133
645084,Probabilistic_Methods,Theory,1,3,word_131
1786,Rule_Learning,AI,1,3,word_575
66556,Genetic_Algorithms,Systems,5,3,word_18
1130808,Neural_Networks,AI,0,3,word_42
4649,Rule_Learning,AI,9,0,word_40
582343,Theory,Theory,1,5,word_40
395075,Genetic_Algorithms,Systems,0,4,word_20
582349,Neural_Networks,AI,1,0,word_40
20833,Case_Based,Systems,0,2,word_195
1131549,Genetic_Algorithms,Systems,0,2,word_12
58552,Neural_Networks,AI,2,2,word_2
85449,Neural_Networks,AI,2,2,word_20
49811,Theory,Theory,2,2,word_136
77438,Probabilistic_Methods,Theory,9,2,word_20
4660,Theory,Theory,4,4,word_131
66594,Theory,Theory,1,5,word_92
66596,Rule_Learning,AI,2,0,word_26
314459,Neural_Networks,AI,1,4,word_498
1116268,Theory,Theory,0,5,word_13
1103960,Genetic_Algorithms,Systems,0,5,word_180
